,Text,Speaker
12273, Oh my God! No wonder I get such great service at Cafe Maurice.,monica
12274,"  Knock, knock, knock, knock, hi. Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",phoebe
12275, You didn’t say Boutros Boutros Gali.,phoebe
12276, Interesting.,phoebe
12277," Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",phoebe
12278, I’m also thinking about opening up my own restaurant.,monica
12279," Monica, can I talk to you behind my menu, please.  What are you doing?",phoebe
12280," Well, I was having a conversation.",monica
12281," Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",phoebe
12282, What do you want me to do? Just sit here silently while you three have a conversation?,monica
12283, That would be great. Thank you.,phoebe
12284,  Hello!,rachel
12285,  Oh.,rachel
12286," No! Sorry, I just thought you were somebody else. Hi!",rachel
12287," Yeah. Well, umm.....",rachel
12288,"  Yeah, I’m fine.",rachel
12289," No! Really, no, please, please, that’s, that’s okay.",rachel
12290," Oh, yeah, I’m not, I’m not hungry.",rachel
12291," Oh. Okay, bye.",rachel
12292, So what are you gonna do?,joey
12293," What can I do? One person wants to break-up, you break-up.",ross
12294," Hey, no way! Come on, this is you guys, call her and work it out.",chandler
12295," Oh come on, we just had this huge fight, all right, don’t I have to wait a while?",ross
12296," Hey, this isn’t like swimming after you eat, pick up the phone!!",chandler
12297, Y'know that whole swimming thing is a myth.,chandler
12298," Yeah, tell that to my Uncle Lenny.",joey
12299, Why? What happened to him?,chandler
12300," Nothing, he’s just really believes in that.",joey
12301," Oh, and then, we got into this big, stupid fight. I just, it was awful. I told him he treats me like a park ranger, or something, oh and then I told him I wanted to take a break, I don’t want to take a break.",rachel
12302," No.  And then I called him, and he wasn’t there.",rachel
12303," Oh, thank you that’s very helpful, I’m glad you came over.",rachel
12304, Hello.,rachel
12305, Hi! It’s me.,ross
12306," Hi! Oh, I’m so glad you called.",rachel
12307," Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",ross
12308, Who’s that?,ross
12309, Nobody.,rachel
12310, Is that Mark?,ross
12311," Umm, honey, look he just came over to....",rachel
12312, Yeah! Got it! ,ross
12313," Ah, that’s okay, thanks.",ross
12314," Look, I don’t feel like dancing, I feel like having a drink. Okay?",ross
12315, Oh.  Can I have a tissue?,monica
12316," Oh, yeah, sure. I just hope you, hope you don’t accidentally suck it up through your nose and choke on it.",phoebe
12317," Well, tell him, apology accepted.",phoebe
12318," Excuse me, but umm, isn’t he paying for your dinner?",phoebe
12319," Hey, the man’s dog just died.",monica
12320, It will be my pleasure.  My guy has diplomatic coupons. Your guy can’t even say coupons. ,monica
12321," Plate! Yes, plate.",phoebe
12322," See, we don’t need them.",phoebe
12323, Yeah.,phoebe
12324,  I like this song.,ross
12325," Oh, no, no.",ross
12326,"  Oh, be home, be home, be home, be home, be home, be home. Be home. Be home, be home, be home. Oh, you’re not home.",rachel
12327, Ameri-can.,phoebe
12328, Ameri-can. Y'know it’s a very hard language. Let’s do it again.,phoebe
12329,  Previously on Friends.,joey
12330," I mean, I don’t feel like I even have a girlfriend anymore.",ross
12331, You want me to just quit my job so that you can feel like you’ve got a girlfriend?,rachel
12332, Is this about Mark?,ross
12333,  Oh my God.,rachel
12334," Okay, it’s not, it’s not.",ross
12335," Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",rachel
12336," Fine, you’re right. Let’s ah, let’s take a break,  let’s cool off, okay, let’s get some frozen yoghurt, or something.. ",ross
12337, No. A break from us.,rachel
12338," Then, we had this big, stupid fight, and I said I wanted to take a break, I don’t want to take a break.",rachel
12339,"  I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",ross
12340, Who’s that?,ross
12341, Nobody.,rachel
12342, Is that Mark?,ross
12343," Umm, honey, look he just came over to....",rachel
12344, Yeah! Got it! ,ross
12345, Hey.,monica
12346, Hey.,rachel
12347, How’s the big anniversary dinner?,monica
12348," Well, we never actually got to dinner.",rachel
12349," Ohhh, nice.",monica
12350," No, we kinda broke up instead.",rachel
12351, What?! ,monica
12352,"  God, Monica it’s on the ceiling.",rachel
12353," That’s okay, this is more important than fruit   on my ceiling! You broke up?!",monica
12354," Yeah, but it’s okay, because when Ross left Mark came over.",rachel
12355, Oh no!!,monica
12356, No.,rachel
12357," Rachel, you and Mark?!",monica
12358," No, no-no, it’s okay, calm down. Mark and I talked, and I realised how much I love your stupid brother, and, yeah, we got our problems, but I really want to make it work.",rachel
12359,"  Hi, it’s me. I’ve been trying to reach you all night. I feel awful. Please, Ross, you gotta know there is nothing between me and Mark. This whole break-up thing is just stupid.",rachel
12360, Yeah!!,ross
12361," Eh, I’m just so sorry I put you through it. And, I y'know, I don’t want to get back together over a machine.",rachel
12362, Na-huh.,ross
12363," So, I love you.",rachel
12364, I love you.,ross
12365," And y'know what, I’m gonna, I’m gonna go to bed now, but ah, on my way to work tomorrow morning, I’m gonna stop by around 8:30.",rachel
12366, Okay. ,ross
12367, Bye.,rachel
12368," Chloe, Chloe how’s it coming?!!",ross
12369," Umm, oh, hey, I don’t know. How about a big one?",ross
12370," Well then a small one!! Listen, let’s, we kinda have to get going!",ross
12371," You, you sure you need shoes?  Okay. ",ross
12372," Yeah, y'know the ah, the girlfriend I told you about last night?  Well it turns out she ah, she wants to get back together with me. Oh, I found it!!",ross
12373, Yeah!,ross
12374," Yes, yes I am, one of the many things I’m feeling. Well.... ",ross
12375," Oh, thank you.  Hey, hey.  Rachel!!!!",ross
12376," Hi. Ohhh, you got my message.",rachel
12377," Yeah, oh hey, you are right on time.",ross
12378, So what do you say? Can I be your girlfriend again?,rachel
12379," Yes, you can, very much.",ross
12380,  Ahhhh!! ,ross
12381, Hey!,phoebe
12382, Hey.,monica
12383," Hey, why are you mopping your ceiling?",phoebe
12384," Oh, there’s banana on it.",monica
12385," Wow, I have the spirit of an old Indian women living in mine.",phoebe
12386, So then you know? ,monica
12387," The mailman was downstairs, so I brought up your mail.",phoebe
12388," Oh, good. Thanks.",monica
12389, Now what is Fabutec?,phoebe
12390," Okay, all right don’t judge me to much. Okay? Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop. But there was this stuff on leg waxing, it just, it looked so amazing....",monica
12391, Waxine!!,phoebe
12392, Yes! Have you seen it?,monica
12393," Oh, it’s incredible! I so want to be a Waxine girl.",phoebe
12394, I know!!,monica
12395, God. Do think it really doesn’t hurt? ‘Cause how can they do that?,phoebe
12396, Hello! Organic substances recently discovered in the depths of the rain forest!,monica
12397, They have the best stuff in there.,phoebe
12398, Oh my God! Oh my God!,chandler
12399," Yeah. We figured when we couldn’t find you, you’d gone home to make up with Rachel. Which is probably what you shoulda done. Huh?",joey
12400," You think?! God, I, ah, I’m in hell. I mean what, what am I gonna do? Rachel’s all like, ‘I love you and, and let’s work on this.’ And all I can think about is, ‘What is she gonna do? What is she gonna say?’ when I tell her what I did.",ross
12401," Well, before we answer that, I think we should address the more important question. How dumb are you?",chandler
12402," What?! Look, we’re trying to rebuild a relationship here, right. How am I supposed to do that here, without being totally honest with each other?",ross
12403," Look, Ross look, I’m on board about this totally honesty thing, I am, just not about stuff that’s gonna get you in trouble.",joey
12404," He’s right. Nobody’s gonna benefit, and you’re just gonna hurt her.",chandler
12405," Yeah, and there won’t be a relationship left to rebuild.",joey
12406," Yeah, but don’t you think....",ross
12407," All right look, if you absolutely have to tell her, at least wait until the timing’s right. And that’s what deathbeds are for.",chandler
12408," Yeah, okay. ",ross
12409," All right, okay, now, we just have to make sure she doesn’t find out some other way.  Did you think about the trail?",joey
12410, What trail?,ross
12411,  The trail from the woman you did it with to the woman you hope never finds out who did it!  You always have to think about the trail!,joey
12412," Oh, I-I don’t think there’s any trail.",ross
12413," Okay, okay-okay, ah, Chloe works with that guy Issac. Issac’s sister is Jasmine. And Jasmine works at that message place with Phoebe. And Phoebe’s friends with Rachel. And that’s the trail, I did it!",chandler
12414,"  After applying the Waxine and linen strips to leg number one,",phoebe
12415, Did that!,monica
12416, Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,phoebe
12417, Okay.  Ow!!!!! Ow-oh-oh!,monica
12418, Was it not pain-free?,phoebe
12419," No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",monica
12420," Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",phoebe
12421," That’s because their nerves are probably deadened from being so stupid. But hey, y'know if you don’t believe me, please, by my guest.",monica
12422,  Ow-ow-ow-ow! Oh my God!!!,phoebe
12423," Now, are you glad we didn’t start with the bikini strips?",monica
12424,  Chloe? Hi..,ross
12425, You took my watch?,ross
12426," Just you keep it, listen did you, did you tell anyone about us?",ross
12427," Exactly. So you didn’t, didn’t mention anything to Issac right?",ross
12428," You tell, of course you do. Issac. Issac. Hey, Issac. Issac, hi! Y'know we haven’t actually met...",ross
12429," Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.",ross
12430," Yeah, that’s the one. Listen, I don’t want to hurt her.",ross
